rank,zone,score,traffic_latest,aqi_latest,ndvi_latest,traffic_pred,aqi_pred,ndvi_pred,traffic_pred_delta,aqi_pred_delta,ndvi_pred_delta,ndvi_slope,plantable_space,n_sites,c_aqi_worsening,c_traffic_worsening,c_ndvi_decline,c_low_green_cover,c_plantable_space,species,soil_ph,soil_texture,soil_moisture
122,8742cea56ffffff,0.2834,50.0000,74.7000,0.2786,51.5900,80.6113,0.2771,1.5900,5.9113,-0.0015,0.0013,0.5357,0,0.4067,0.9324,0.0000,0.4479,0.5357,,7.4000,clay loam,
123,8742cea08ffffff,0.2827,50.0000,74.7000,0.2880,51.6462,80.9416,0.2994,1.6462,6.2416,0.0114,0.0009,0.5200,0,0.4270,0.9641,0.0000,0.3991,0.5200,,7.4000,clay loam,
124,8742cea23ffffff,0.2816,50.0000,74.7000,0.2891,51.6462,80.9416,0.3580,1.6462,6.2416,0.0689,0.0013,0.5182,0,0.4270,0.9641,0.0000,0.3934,0.5182,,7.4000,clay loam,
125,8742ceb44ffffff,0.2732,50.0000,76.8000,0.3267,50.7736,77.2760,0.3269,0.7736,0.4760,0.0002,-0.0003,0.4555,0,0.0723,0.4720,0.4830,0.1980,0.4555,,7.5000,clay loam,
126,8742cea01ffffff,0.2666,50.0000,74.7000,0.3649,51.7098,79.1118,0.3520,1.7098,4.4118,-0.0129,0.0002,0.3918,0,0.3144,1.0000,0.2905,0.0000,0.3918,,7.3000,clay loam,
127,8742ceb61ffffff,0.2402,50.0000,76.8000,0.3290,51.7098,82.8058,0.3895,1.7098,6.0058,0.0605,0.0008,0.4517,0,0.4125,1.0000,0.0062,0.1860,0.4517,,7.3500,clay loam,
128,8742cea0dffffff,0.2350,50.0000,74.7000,0.3599,51.7098,79.1118,0.3101,1.7098,4.4118,-0.0498,0.0004,0.4002,0,0.3144,1.0000,0.1869,0.0254,0.4002,,7.4000,clay loam,
129,8742cea0effffff,0.2139,50.0000,74.7000,0.3862,50.0778,75.4792,0.3154,0.0778,0.7792,-0.0708,-0.0001,0.3563,0,0.0909,0.0796,0.4055,0.0000,0.3563,,7.4000,clay loam,
130,8742cea52ffffff,0.2098,50.0000,78.3000,0.3147,51.2988,82.6074,0.3057,1.2988,4.3074,-0.0090,0.0012,0.4755,0,0.3080,0.7682,0.0000,0.2603,0.4755,,7.4000,clay loam,
131,8742cea50ffffff,0.2057,50.0000,78.3000,0.3190,51.2988,82.6074,0.2997,1.2988,4.3074,-0.0193,0.0009,0.4683,0,0.3080,0.7682,0.0000,0.2380,0.4683,,7.4000,clay loam,
132,8742cea0bffffff,0.2010,50.0000,74.7000,0.3180,51.2310,78.7759,0.2901,1.2310,4.0759,-0.0279,0.0010,0.4700,0,0.2937,0.7300,0.0000,0.2432,0.4700,,7.4000,clay loam,
133,8742cc790ffffff,,50.0000,76.8000,,50.2228,75.8245,,0.2228,-0.9755,,0.0000,,0,0.0000,0.1614,0.3671,,,,7.4000,clay loam,
134,8742cc792ffffff,,50.0000,76.8000,,50.2228,75.8245,,0.2228,-0.9755,,0.0000,,0,0.0000,0.1614,0.3671,,,,7.3000,clay loam,
135,8742cc796ffffff,,50.0000,76.8000,,50.2228,75.8245,,0.2228,-0.9755,,0.0000,,0,0.0000,0.1614,0.3671,,,,7.4000,clay loam,
136,8742cea48ffffff,,50.0000,78.3000,,50.2228,77.6009,,0.2228,-0.6991,,0.0000,,0,0.0000,0.1614,0.3671,,,,7.4000,clay loam,
137,8742cea4affffff,,50.0000,78.3000,,50.2228,77.6009,,0.2228,-0.6991,,0.0000,,0,0.0000,0.1614,0.3671,,,,7.4000,clay loam,
138,8742cea58ffffff,,50.0000,78.3000,,50.2228,77.6009,,0.2228,-0.6991,,0.0000,,0,0.0000,0.1614,0.3671,,,,7.4000,clay loam,
139,8742cea59ffffff,,50.0000,78.3000,,50.2228,77.6009,,0.2228,-0.6991,,0.0000,,0,0.0000,0.1614,0.3671,,,,7.4000,clay loam,
140,8742cea5affffff,,50.0000,78.3000,,50.2228,77.6009,,0.2228,-0.6991,,0.0000,,0,0.0000,0.1614,0.3671,,,,7.4000,clay loam,
141,8742cea5bffffff,,50.0000,78.3000,,50.0883,78.7481,,0.0883,0.4481,,0.0000,,0,0.0706,0.0856,0.3671,,,,7.4000,clay loam,
142,8742cea5dffffff,,50.0000,78.3000,,50.2228,77.6009,,0.2228,-0.6991,,0.0000,,0,0.0000,0.1614,0.3671,,,,7.3000,clay loam,
143,8742ceaedffffff,,50.0000,78.3000,,50.2228,77.6009,,0.2228,-0.6991,,0.0000,,0,0.0000,0.1614,0.3671,,,,7.3000,clay loam,
144,8742ceb60ffffff,,50.0000,76.8000,,50.2228,75.8245,,0.2228,-0.9755,,0.0000,,0,0.0000,0.1614,0.3671,,,,7.4000,clay loam,
145,8742ceb62ffffff,,50.0000,76.8000,,50.2228,75.8245,,0.2228,-0.9755,,0.0000,,0,0.0000,0.1614,0.3671,,,,7.4000,clay loam,
146,8742ceb65ffffff,,50.0000,76.8000,,50.2228,75.8245,,0.2228,-0.9755,,0.0000,,0,0.0000,0.1614,0.3671,,,,7.4000,clay loam,
